epoch,accuracy
1,0.607103218645949
2,0.5937846836847946
3,0.5948945615982242
4,0.6304106548279689
5,0.6492785793562708
6,0.704772475027747
7,0.7280799112097669
8,0.7869034406215316
9,0.8124306326304107
10,0.8168701442841287
11,0.8201997780244173
12,0.8346281908990011
13,0.8257491675915649
14,0.8390677025527192
15,0.8390677025527192
16,0.8379578246392897
17,0.855715871254162
18,0.8435072142064373
19,0.8579356270810211
20,0.8701442841287459
21,0.8623751387347391
22,0.8523862375138734
23,0.876803551609323
24,0.8790233074361821
25,0.8867924528301887
26,0.8923418423973363
27,0.8756936736958935
28,0.8845726970033296
29,0.8867924528301887
30,0.8945615982241953
31,0.8912319644839067
32,0.897891231964484
33,0.9123196448390677
34,0.9100998890122086
35,0.902330743618202
36,0.8834628190899001
37,0.9167591564927858
38,0.9267480577136515
39,0.8956714761376249
40,0.9112097669256382
41,0.9145394006659268
42,0.9156492785793563
43,0.9112097669256382
44,0.9089900110987791
45,0.897891231964484
46,0.9245283018867925
47,0.9211986681465039
48,0.9112097669256382
49,0.9189789123196448
50,0.9378468368479467
51,0.9322974472807991
52,0.9234184239733629
53,0.9034406215316315
54,0.9123196448390677
55,0.897891231964484
56,0.9433962264150944
57,0.9322974472807991
58,0.9411764705882353
59,0.9034406215316315
60,0.9356270810210877
61,0.9356270810210877
62,0.9367369589345172
63,0.9245283018867925
64,0.9433962264150944
65,0.946725860155383
66,0.9345172031076582
67,0.9422863485016648
68,0.9445061043285239
69,0.9334073251942286
70,0.9489456159822419
71,0.9400665926748057
72,0.9389567147613762
73,0.9178690344062154
74,0.9400665926748057
75,0.9411764705882353
76,0.9400665926748057
77,0.946725860155383
78,0.9422863485016648
79,0.9445061043285239
80,0.9223085460599334
81,0.9345172031076582
82,0.9389567147613762
83,0.9367369589345172
84,0.9489456159822419
85,0.9478357380688124
86,0.9356270810210877
87,0.9056603773584906
88,0.9422863485016648
89,0.9433962264150944
90,0.9178690344062154
91,0.9145394006659268
92,0.951165371809101
93,0.9211986681465039
94,0.9367369589345172
95,0.9433962264150944
96,0.9500554938956715
97,0.9489456159822419
98,0.946725860155383
99,0.9400665926748057
100,0.9522752497225305
101,0.9456159822419534
102,0.9411764705882353
103,0.9478357380688124
104,0.9489456159822419
105,0.9478357380688124
106,0.9411764705882353
107,0.9522752497225305
108,0.951165371809101
109,0.9478357380688124
110,0.9378468368479467
111,0.9411764705882353
112,0.9478357380688124
113,0.9400665926748057
114,0.9422863485016648
115,0.9445061043285239
116,0.9433962264150944
117,0.9456159822419534
118,0.9422863485016648
119,0.9533851276359601
120,0.9433962264150944
121,0.9311875693673696
122,0.9422863485016648
123,0.9411764705882353
124,0.946725860155383
125,0.9489456159822419
126,0.9489456159822419
127,0.9500554938956715
128,0.951165371809101
129,0.9422863485016648
130,0.9445061043285239
131,0.946725860155383
132,0.951165371809101
133,0.9433962264150944
134,0.9522752497225305
135,0.9500554938956715
136,0.9522752497225305
137,0.9422863485016648
138,0.9400665926748057
139,0.9433962264150944
140,0.9433962264150944
141,0.9422863485016648
142,0.9389567147613762
143,0.9400665926748057
144,0.9422863485016648
145,0.9456159822419534
146,0.946725860155383
147,0.9478357380688124
148,0.951165371809101
149,0.946725860155383
150,0.9533851276359601
151,0.946725860155383
152,0.946725860155383
153,0.9489456159822419
154,0.9478357380688124
155,0.9433962264150944
156,0.9433962264150944
157,0.9500554938956715
158,0.946725860155383
159,0.9478357380688124
160,0.9544950055493896
161,0.9522752497225305
162,0.9500554938956715
163,0.946725860155383
164,0.951165371809101
165,0.951165371809101
166,0.9456159822419534
167,0.9456159822419534
168,0.9522752497225305
169,0.9489456159822419
170,0.9456159822419534
171,0.9489456159822419
172,0.9478357380688124
173,0.951165371809101
174,0.9478357380688124
175,0.9522752497225305
176,0.9478357380688124
177,0.9489456159822419
178,0.9478357380688124
179,0.9489456159822419
180,0.9489456159822419
181,0.9478357380688124
182,0.9478357380688124
183,0.9500554938956715
184,0.9500554938956715
185,0.9500554938956715
186,0.951165371809101
187,0.9489456159822419
188,0.9478357380688124
189,0.951165371809101
190,0.9500554938956715
191,0.9500554938956715
192,0.951165371809101
193,0.9489456159822419
194,0.9489456159822419
195,0.9489456159822419
196,0.9489456159822419
197,0.9489456159822419
198,0.9489456159822419
199,0.9489456159822419
200,0.9489456159822419
