epoch,learning_rate
1,2e-07
2,4.1587142857142884e-05
3,8.29742857142857e-05
4,0.0001243614285714286
5,0.00016574857142857147
6,0.00019286428571428576
7,0.00015147714285714285
8,0.00011008999999999997
9,6.870285714285708e-05
10,2.731571428571428e-05
11,1.4471428571428521e-05
12,5.5858571428571405e-05
13,9.72457142857143e-05
14,0.0001386328571428572
15,0.00018002000000000008
16,0.00017859285714285706
17,0.00013720571428571415
18,9.581857142857145e-05
19,5.443142857142856e-05
20,1.3044285714285846e-05
21,2.874285714285722e-05
22,7.012999999999994e-05
23,0.00011151714285714282
24,0.0001529042857142857
25,0.0001942914285714286
26,0.00016432142857142852
27,0.00012293428571428564
28,8.154714285714293e-05
29,4.0160000000000036e-05
30,1.6271428571426746e-06
31,4.3014285714285915e-05
32,8.440142857142846e-05
33,0.0001257885714285717
34,0.00016717571428571425
35,0.0001914371428571429
36,0.00015005000000000002
37,0.00010866285714285712
38,6.727571428571423e-05
39,2.5888571428571694e-05
40,1.589857142857155e-05
41,5.7285714285714436e-05
42,9.867285714285698e-05
43,0.00014005999999999988
44,0.00018144714285714275
45,0.00017716571428571439
46,0.00013577857142857148
47,9.43914285714286e-05
48,5.30042857142857e-05
49,1.1617142857142817e-05
50,3.0170000000000072e-05
51,7.155714285714296e-05
52,0.00011294428571428586
53,0.00015433142857142874
54,0.0001957185714285713
55,0.00016289428571428585
56,0.00012150714285714297
57,8.012000000000008e-05
58,3.873285714285718e-05
59,3.0542857142857044e-06
60,4.4441428571428593e-05
61,8.582857142857149e-05
62,0.00012721571428571436
63,0.00016860285714285727
64,0.00019000999999999987
65,0.000148622857142857
66,0.00010723571428571445
67,6.584857142857156e-05
68,2.4461428571428666e-05
69,1.7325714285714226e-05
70,5.871285714285747e-05
71,0.00010010000000000001
72,0.00014148714285714255
73,0.00018287428571428578
74,0.00017573857142857098
75,0.00013435142857142846
76,9.296428571428593e-05
77,5.157714285714338e-05
78,1.0190000000000141e-05
79,3.1597142857143096e-05
80,7.298428571428564e-05
81,0.00011437142857142888
82,0.0001557585714285714
83,0.00019714571428571396
84,0.00016146714285714283
85,0.00012008000000000029
86,7.869285714285704e-05
87,3.730571428571451e-05
88,4.481428571428734e-06
89,4.5868571428571265e-05
90,8.725571428571451e-05
91,0.00012864285714285704
92,0.0001700300000000003
93,0.0001885828571428572
94,0.00014719571428571394
95,0.00010580857142857141
96,6.442142857142889e-05
97,2.3034285714285635e-05
98,1.87528571428569e-05
99,6.014000000000014e-05
100,0.00010152714285714268
101,0.00014291428571428592
102,0.00018430142857142845
103,0.0001743114285714283
104,0.00013292428571428578
105,9.153714285714254e-05
106,5.015e-05
107,8.762857142857468e-06
108,3.3024285714285775e-05
109,7.441142857142831e-05
110,0.00011579857142857155
111,0.00015718571428571408
112,0.00019857285714285734
113,0.00016004000000000016
114,0.00011865285714285691
115,7.726571428571437e-05
116,3.5878571428571125e-05
117,5.908571428571408e-06
118,4.729571428571394e-05
119,8.86828571428572e-05
120,0.00013006999999999974
121,0.00017145714285714297
122,0.00018715571428571453
123,0.00014576857142857127
124,0.00010438142857142874
125,6.29942857142855e-05
126,2.160714285714296e-05
127,2.0180000000000285e-05
128,6.156714285714282e-05
129,0.00010295428571428607
130,0.0001443414285714286
131,0.00018572857142857112
132,0.00017288428571428564
133,0.0001314971428571431
134,9.010999999999987e-05
135,4.872285714285733e-05
136,7.335714285714083e-06
137,3.445142857142845e-05
138,7.58385714285717e-05
139,0.00011722571428571424
140,0.00015861285714285748
141,0.0002
142,0.00015861285714285748
143,0.00011722571428571424
144,7.58385714285717e-05
145,3.445142857142845e-05
146,7.335714285714083e-06
147,4.872285714285803e-05
148,9.011000000000057e-05
149,0.0001314971428571431
150,0.00017288428571428564
151,0.00018572857142857185
152,0.0001443414285714293
153,0.00010295428571428677
154,6.156714285714282e-05
155,2.0180000000000285e-05
156,2.160714285714225e-05
157,6.29942857142862e-05
158,0.00010438142857142874
159,0.00014576857142857127
160,0.00018715571428571382
161,0.00017145714285714226
162,0.00013006999999999974
163,8.86828571428572e-05
164,4.729571428571465e-05
165,5.908571428572118e-06
166,3.587857142857183e-05
167,7.726571428571437e-05
168,0.00011865285714285691
169,0.00016003999999999945
170,0.00019857285714285663
171,0.00015718571428571408
172,0.00011579857142857155
173,7.441142857142903e-05
174,3.3024285714285063e-05
175,8.762857142857468e-06
176,5.015e-05
177,9.153714285714254e-05
178,0.00013292428571428508
179,0.00017431142857142902
180,0.00018430142857142845
181,0.00014291428571428592
182,0.0001015271428571434
183,6.0139999999999434e-05
184,1.87528571428569e-05
185,2.3034285714285635e-05
186,6.442142857142817e-05
187,0.00010580857142857213
188,0.00014719571428571467
189,0.0001885828571428572
190,0.0001700300000000003
191,0.00012864285714285777
192,8.72557142857138e-05
193,4.5868571428571265e-05
194,4.481428571428734e-06
195,3.73057142857138e-05
196,7.869285714285776e-05
197,0.00012008000000000029
198,0.00016146714285714283
199,0.00019714571428571467
200,0.00015575857142857214
